	binary_sum	binary_avg	nonzero_avg	nonzero_cov	kon	koff	ksyn	burstsize	kon_95%conf_low	kon_90%conf_low	kon_50%conf_low	kon_bootstrapmedian	kon_50%conf_high	kon_90%conf_high	kon_95%conf_high	kon_bootstrapfail%	koff_95%conf_low	koff_90%conf_low	koff_50%conf_low	koff_bootstrapmedian	koff_50%conf_high	koff_90%conf_high	koff_95%conf_high	koff_bootstrapfail%	ksyn_95%conf_low	ksyn_90%conf_low	ksyn_50%conf_low	ksyn_bootstrapmedian	ksyn_50%conf_high	ksyn_90%conf_high	ksyn_95%conf_high	ksyn_bootstrapfail%	burstsize_95%conf_low	burstsize_90%conf_low	burstsize_50%conf_low	burstsize_bootstrapmedian	burstsize_50%conf_high	burstsize_90%conf_high	burstsize_95%conf_high	burstsize_bootstrapfail%
ENSG00000005700	367.0	0.598694942903752	2.0899182561307903	0.7239119797095406	2.769591490305372		34.19951893353393		2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	10.0								100.0	5.848035476425731	5.848035476425731	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	0.0								100.0
ENSG00000005801	363.0	0.5921696574225123	1.9641873278236912	0.6337797210488082	2.769591490305372		34.19951893353393		2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	10.520628219052249	16.73438872579882	17.57474170608203	0.0								100.0	24.413990446882647	28.5441381088938	34.19951893353393	34.19951893353393	34.19951893353393	37.476486317611034	40.55126952991139	0.0								100.0
ENSG00000005810	314.0	0.5122349102773246	1.7770700636942678	0.6495667983163907	2.769591490305372		34.19951893353393		2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	5.321711806022109	6.823980430677044	0.0								100.0	29.037704753637122	31.004062804688118	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.56762172002394	0.0								100.0
ENSG00000005812	187.0	0.30505709624796085	1.427807486631016	0.5115891002927349	5.130612374532164		22.416102726670943		0.6518363448688383	0.6518363448688383	0.6518363448688383	4.255587300266071	5.931778352035061	11.76773446825124	11.76773446825124	0.0								100.0	5.848035476425731	5.848035476425731	19.623803657346613	24.342805005354144	34.19951893353393	34.19951893353393	34.19951893353393	0.0								100.0
ENSG00000005844	21.0	0.03425774877650897	1.1904761904761905	0.4195235392680606	0.0361064078764099		34.19951893353393		0.0361064078764099	0.0361064078764099	0.0361064078764099	0.6518363448688383	2.315345971149794	2.769591490305372	2.9965923682378754	0.0								100.0	5.848035476425731	5.848035476425731	6.365202638969256	25.1320958031538	34.19951893353393	34.19951893353393	36.87806378905743	10.0								100.0
ENSG00000005882	3.0	0.004893964110929853	1.0	0.0	2.769591490305372				0.623158085318709	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	0.0								100.0								100.0								100.0
ENSG00000005884	1.0	0.0016313213703099511	9.999999999999998	0.0			34.19951893353393		0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0								100.0	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	46.0								100.0
ENSG00000005889	354.0	0.5774877650897227	1.9124293785310735	0.6178766943954391	2.769591490305372		34.19951893353393		2.769591490305372	2.769591490305372	2.769591490305372	2.769591490305372	9.069705780785542	13.987036615547531	15.687154491646336	0.0								100.0	27.595556991421777	29.871600758871768	34.19951893353393	34.19951893353393	34.19951893353393	39.49109026430066	41.42268021392879	0.0								100.0
ENSG00000005893	289.0	0.47145187601957583	1.5986159169550174	0.5717564322458548	11.76773446825124		5.848035476425731		2.769591490305372	2.769591490305372	2.769591490305372	5.611373500142781	11.76773446825124	11.76773446825124	11.76773446825124	0.0								100.0	5.848035476425731	5.848035476425731	5.848035476425731	18.693505314798806	34.19951893353393	34.19951893353393	34.19951893353393	0.0								100.0
ENSG00000005961	18.0	0.02936378466557912	1.222222222222222	0.43598468393752	0.0361064078764099		34.19951893353393		0.0361064078764099	0.0361064078764099	0.0361064078764099	0.6518363448688383	1.3541609441039553	2.769591490305372	2.769591490305372	0.0								100.0	5.848035476425731	5.848035476425731	25.617553621882557	34.19951893353393	34.303396773810356	45.16667820208413	49.706046060743475	4.0								100.0
ENSG00000005981	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0								100.0								100.0								100.0
ENSG00000006007	230.0	0.37520391517128876	1.5999999999999999	0.5698493317268744	11.76773446825124		5.848035476425731		1.8858766586059725	1.9434288077315236	2.585536093843442	3.609832734045895	11.76773446825124	11.76773446825124	11.76773446825124	0.0								100.0	5.848035476425731	5.848035476425731	5.848035476425731	26.15981019336885	31.965514668490904	40.043687065592856	42.488934378135326	0.0								100.0
ENSG00000006015	128.0	0.20880913539967375	1.2109375	0.46910812715575456					0.6518363448688383	0.6518363448688383	0.6518363448688383	2.769591490305372	24.878827357741848	31.45456158273714	31.84736643635703	56.0								100.0	5.848035476425731	5.848035476425731	8.261045134634776	24.83681238902063	34.19951893353393	34.19951893353393	34.19951893353393	56.0								100.0
ENSG00000006016	16.0	0.026101141924959218	1.3125	0.4441609072899436	0.5139831630920921		34.61503029463964		0.0361064078764099	0.0361064078764099	0.1534127404634389	0.6518363448688383	1.3036857750678768	2.769591490305372	2.769591490305372	0.0								100.0	5.848035476425731	5.848035476425731	8.481714208405837	34.19951893353393	48.45018732347837	65.18833788670591	67.1808596941281	0.0								100.0
ENSG00000006025	106.0	0.1729200652528548	1.2830188679245285	0.4511135779464107	19.1301053083111		20.225478623611494		0.1534127404634389	0.1534127404634389	0.6518363448688383	2.553680456860983	10.73439500533389	20.889796548834262	21.948835081835067	0.0								100.0	5.848035476425731	5.848035476425731	16.889367873435468	24.80350156118016	34.19951893353393	34.19951893353393	34.19951893353393	6.0								100.0
ENSG00000006042	111.0	0.18107667210440456	1.3873873873873874	0.5043243594531844	1.5857814015845393		29.889824569160428		0.6518363448688383	0.6518363448688383	0.7625543483642198	1.1411336559374348	2.4022315778760457	15.18249517995348	20.545851870768182	2.0								100.0	19.502705455494528	23.839771369349148	30.713241171745896	34.19951893353393	34.19951893353393	42.08276639283293	45.17272225424947	0.0								100.0
ENSG00000006062	187.0	0.30505709624796085	1.5668449197860963	0.6329378911305737	0.6518363448688383		34.19951893353393		0.6518363448688383	0.6518363448688383	0.6518363448688383	0.6518363448688383	2.580061951658391	5.279457841075729	10.378322201770047	0.0								100.0	20.99196060700981	22.696488000735748	32.622732728605854	34.19951893353393	34.19951893353393	34.19951893353393	34.19951893353393	0.0								100.0
ENSG00000006071	1.0	0.0016313213703099511	28.0	0.0	11.76773446825124				0.0	0.0	0.0	11.76773446825124	11.76773446825124	11.76773446825124	11.76773446825124	0.0								100.0								100.0								100.0
